id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,product_type,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,baseline2_label_text
270,Create item have no issues has a lot of durability amazing stability and ease of use grip鈥檚 phone well with no issues. I definitely highly recommend this product.,create item have no issues has a lot of durability amazing stability and ease of use grip s phone well with no issues i definitely highly recommend this product,2,positive,Satisfaction,positive,Electronics,Phone Stand,28,29,long,0,0,0,en,positive
271,"Great phone holder, functional, light weight, visibility on the window is great. Holds my phone securely in place. Very durable",great phone holder functional light weight visibility on the window is great holds my phone securely in place very durable,2,positive,Satisfaction,positive,Electronics,Phone Stand,20,20,long,0,0,0,en,positive
272,"It sticks to the window really well but the phone does not stay in the mount no matter how hard I tighten it. If I break too hard or take a turn too sharp, the phone flies out of it. Maybe it would work better for you if you didn鈥檛 have a phone case. But I鈥檓 not taking mine off every time I put it in the car mount.",it sticks to the window really well but the phone does not stay in the mount no matter how hard i tighten it if i break too hard or take a turn too sharp the phone flies out of it maybe it would work better for you if you didn t have a phone case but i m not taking mine off every time i put it in the car mount,1,neutral,Confusion,neutral,Electronics,Phone Stand,69,71,long,1,0,0,en,neutral
273,Unstable and phone falls out easily,unstable and phone falls out easily,0,negative,Frustration,negative,Electronics,Phone Stand,6,6,short,0,0,0,en,negative
274,"I bought this around the beginning of May 2025.I agree with most of the reviews, the design is good for holding firmly to a surface, with multiple adjusting areas for precise positioning and function.I put it on my windshield and left it there for a couple of months in the summer, and the clear suction disc melted to the glass. It took around ten minutes to pry it off with a knife. The entire surface was like the glue strips 3M makes for wall hangers.In all fairness, there may have been fine print about leaving it on the glass in the summer. So three stars instead of one.But take note if you plan to use it on the windshield.",i bought this around the beginning of may 2025 i agree with most of the reviews the design is good for holding firmly to a surface with multiple adjusting areas for precise positioning and function i put it on my windshield and left it there for a couple of months in the summer and the clear suction disc melted to the glass it took around ten minutes to pry it off with a knife the entire surface was like the glue strips 3m makes for wall hangers in all fairness there may have been fine print about leaving it on the glass in the summer so three stars instead of one but take note if you plan to use it on the windshield,1,neutral,Confusion,neutral,Electronics,Phone Stand,119,123,long,0,0,0,en,neutral
275,This mount is fantastic! I've had it installed for about 15 months in the San Diego heat/sun exposure and it's still super secure. I love the versatility of being able to mount it in a variety of ways. I also love being able to turn it sideways when I need to (ex. eating lunch in my car and watching tv). Should this fall off or break...I will 100% be buying this again!,this mount is fantastic i've had it installed for about 15 months in the san diego heat sun exposure and it's still super secure i love the versatility of being able to mount it in a variety of ways i also love being able to turn it sideways when i need to ex eating lunch in my car and watching tv should this fall off or break i will 100 be buying this again,2,positive,Satisfaction,positive,Electronics,Phone Stand,72,74,long,0,0,0,en,positive
276,"Works great for me! Relatively easy installation. Suction is good but i did the stickiness I think. Works great! Good design, good value for your money.",works great for me relatively easy installation suction is good but i did the stickiness i think works great good design good value for your money,2,positive,Satisfaction,positive,Electronics,Phone Stand,26,26,long,0,0,0,en,positive
277,"I love this phone mount for my car. The button to release it being located on the bottom is convenient, the fork on the bottom allows it to stay in its place (versus the model that adjusts up and down and usually falls from the weight of the phone), and the suction pad and mount are sturdy and reliable. Highly recommend!",i love this phone mount for my car the button to release it being located on the bottom is convenient the fork on the bottom allows it to stay in its place versus the model that adjusts up and down and usually falls from the weight of the phone and the suction pad and mount are sturdy and reliable highly recommend,2,positive,Relief,positive,Electronics,Phone Stand,61,61,long,0,0,0,en,positive
278,I have used this mount on different cars and always works great!!!,i have used this mount on different cars and always works great,2,positive,Relief,positive,Electronics,Phone Stand,12,12,medium,0,0,0,en,positive
279,"Almost a Year now and the Stickiness is still there, Holds the phone properly without dropping, and fits great on the windshield or dashboard",almost a year now and the stickiness is still there holds the phone properly without dropping and fits great on the windshield or dashboard,2,positive,Satisfaction,positive,Electronics,Phone Stand,24,24,long,0,0,0,en,positive
280,"We have had positive experience with this product & hence rebought it for multiple cars. Love the ease of installation, rotation feature as well as range of motion on the arm to adjust the holder at a convenient height & angle, and the quick release key.",we have had positive experience with this product hence rebought it for multiple cars love the ease of installation rotation feature as well as range of motion on the arm to adjust the holder at a convenient height angle and the quick release key,2,positive,Satisfaction,positive,Electronics,Phone Stand,46,44,long,0,0,0,en,positive
281,Well made but didn鈥檛 stay put for long,well made but didn t stay put for long,1,neutral,Apathy,neutral,Electronics,Phone Stand,8,9,medium,0,0,0,en,neutral
282,"Worked great the mount it is well built but the suction mount does not hold up. I live in Florida the suction cup does not hold up in the heat . There is a design flaw with the suction cup. I have it mounted on the wind shield, which that is what it is designed for, great product but it needs a better suction cup .",worked great the mount it is well built but the suction mount does not hold up i live in florida the suction cup does not hold up in the heat there is a design flaw with the suction cup i have it mounted on the wind shield which that is what it is designed for great product but it needs a better suction cup,2,positive,Relief,positive,Electronics,Phone Stand,66,64,long,0,0,0,en,positive
283,It鈥檚 not good cause is not stick in the dashboard especially summer,it s not good cause is not stick in the dashboard especially summer,0,negative,Sarcasm,negative,Electronics,Phone Stand,12,13,medium,0,0,0,en,negative
284,"Holder was good quality, but the suction had poor holding ability.",holder was good quality but the suction had poor holding ability,2,positive,Amusement,positive,Electronics,Phone Stand,11,11,medium,0,0,0,en,positive
285,"Holds strong. If you have anything on the back of your phone, it won't hold your phone.",holds strong if you have anything on the back of your phone it won't hold your phone,2,positive,Satisfaction,positive,Electronics,Phone Stand,17,17,long,0,0,0,en,positive
286,"I bought this for my jeep to have on-x maps going on the trails, so far it hasn't fallen off the windshield yet and its sturdy. Would buy again.",i bought this for my jeep to have on x maps going on the trails so far it hasn't fallen off the windshield yet and its sturdy would buy again,2,positive,Relief,positive,Electronics,Phone Stand,29,30,long,0,0,0,en,positive
287,Bought for customer,bought for customer,2,positive,Satisfaction,positive,Electronics,Phone Stand,3,3,short,0,0,0,en,positive
288,"I鈥檝e purchased a couple of these, of different brands, but this one is the one I like. Sticks to the windshield without any problems, and is very adjustable.",i ve purchased a couple of these of different brands but this one is the one i like sticks to the windshield without any problems and is very adjustable,2,positive,Amusement,positive,Electronics,Phone Stand,28,29,long,0,0,0,en,positive
289,"Me encanta, porque seg煤n donde lo pongas, el tel茅fono, siempre va a estar localizado",me encanta porque seg n donde lo pongas el tel fono siempre va a estar localizado,2,positive,Amusement,positive,Electronics,Phone Stand,14,16,long,0,0,0,en,positive
290,Purchased 10/2022. 8/2025-suction fell off the windshield in the heat; sticky goop on windshield. Will try to re-mount and hope it will stick.,purchased 10 2022 8 2025 suction fell off the windshield in the heat sticky goop on windshield will try to re mount and hope it will stick,1,neutral,Apathy,neutral,Electronics,Phone Stand,23,27,long,0,0,0,en,neutral
291,Simple dependable and reasonably priced. This is the third one of these phone cradles that I have bought. Not because they break but because they are dependable. I switch vehicles a lot at work so now no matter what vehicle I get in I have one. Definitely five stars,simple dependable and reasonably priced this is the third one of these phone cradles that i have bought not because they break but because they are dependable i switch vehicles a lot at work so now no matter what vehicle i get in i have one definitely five stars,2,positive,Amusement,positive,Electronics,Phone Stand,49,49,long,0,0,0,en,positive
292,"Pros: It holds the phone very securely in the clamps and on the pedestal that is mounted to my truck's dashboard with the 3M pad and suction cup. This is a rough riding truck so far it has held with no issues. Easy removal and easy to adjust, sturdy and adjustable. Cons: If I extend the arm out away from the mount it rattles and shakes a bit when using the video on my phone. It is ok because the phone stabilization feature does eliminate that vibration. They could make the extension a bit tighter on the slide out arm.",pros it holds the phone very securely in the clamps and on the pedestal that is mounted to my truck's dashboard with the 3m pad and suction cup this is a rough riding truck so far it has held with no issues easy removal and easy to adjust sturdy and adjustable cons if i extend the arm out away from the mount it rattles and shakes a bit when using the video on my phone it is ok because the phone stabilization feature does eliminate that vibration they could make the extension a bit tighter on the slide out arm,2,positive,Satisfaction,positive,Electronics,Phone Stand,100,100,long,0,0,0,en,positive
293,"Does not securely hold my Galaxy Note 10, used rubber bands to keep it from falling out, fell off window yesterday.. Nov 2024 to July 2025.",does not securely hold my galaxy note 10 used rubber bands to keep it from falling out fell off window yesterday nov 2024 to july 2025,1,neutral,Apathy,neutral,Electronics,Phone,26,26,long,0,0,0,en,neutral
294,Made by 3m. Very sturdy. Was shipped on time. Very well made. No complaints. I give the company 5 stars.,made by 3m very sturdy was shipped on time very well made no complaints i give the company 5 stars,2,positive,Satisfaction,positive,Electronics,Phone Stand,20,20,long,0,0,0,en,positive
295,As described well built,as described well built,2,positive,Satisfaction,positive,Electronics,Phone Stand,4,4,short,0,0,0,en,positive
296,don鈥檛 put it on your dash 鈥?. I鈥檓 crushed I can鈥檛 even believe this would be possible! just wow.. in actual tears !,don t put it on your dash i m crushed i can t even believe this would be possible just wow in actual tears,0,negative,Disappointment,negative,Electronics,Phone Stand,23,24,long,1,0,0,en,negative
297,"I've had the original model and found it lasted a good year before the sun finally melted the suction cup. It was really durable and reliable. The new model is similar, but has the release button on the opposite side and it makes it more awkward to release my phone when I'm done. It irks me enough that I plan on looking for a different phone mount. I'm strongly considering ordering another of the original model. That being said, it's easy to set up and holds my large-ish phone very well.",i've had the original model and found it lasted a good year before the sun finally melted the suction cup it was really durable and reliable the new model is similar but has the release button on the opposite side and it makes it more awkward to release my phone when i'm done it irks me enough that i plan on looking for a different phone mount i'm strongly considering ordering another of the original model that being said it's easy to set up and holds my large ish phone very well,1,neutral,Confusion,neutral,Electronics,Phone Stand,91,92,long,1,0,0,en,neutral
298,Great item. Sticks great to the windshield. Holds and releases phone easily,great item sticks great to the windshield holds and releases phone easily,2,positive,Amusement,positive,Electronics,Phone Stand,12,12,medium,1,0,0,en,positive
299,Followed all the instructions for application and left it for the allotted time. Parked my car the next day for 12hrs and when I came back it fell off on the floor. Didnt even put my phone on yet. Not impressed at all.,followed all the instructions for application and left it for the allotted time parked my car the next day for 12hrs and when i came back it fell off on the floor didnt even put my phone on yet not impressed at all,0,negative,Disappointment,negative,Electronics,Phone Stand,43,43,long,0,0,0,en,negative
300,"Worked great for about a year. Never fell off and was still very sticky when I removed it. However, the button that releases the phone got jammed randomly when trying to remove my phone, so the holder became permanently stuck open and didn鈥檛 work anymore.",worked great for about a year never fell off and was still very sticky when i removed it however the button that releases the phone got jammed randomly when trying to remove my phone so the holder became permanently stuck open and didn t work anymore,1,neutral,Confusion,neutral,Electronics,Phone Stand,45,46,long,0,0,0,en,neutral
301,"Me gusta, f谩cil de instalar",me gusta f cil de instalar,2,positive,Relief,positive,Electronics,Phone Stand,5,6,short,0,0,0,en,positive
302,Short arm but worked for a month until the adhesive failed. Once you use the adhesive pad you can't revert to using the suction cup because you can't remove the adhesive disk.,short arm but worked for a month until the adhesive failed once you use the adhesive pad you can't revert to using the suction cup because you can't remove the adhesive disk,1,neutral,Indifference,neutral,Electronics,Phone Stand,32,32,long,2,0,0,en,neutral
303,Had for 3 years. Texas heat finally melted the actual plastic attached to the front windshield. I bought a second one.,had for 3 years texas heat finally melted the actual plastic attached to the front windshield i bought a second one,2,positive,Satisfaction,positive,Electronics,Phone Stand,21,21,long,0,0,0,en,positive
304,Worked excellent and stays put.,worked excellent and stays put,2,positive,Satisfaction,positive,Electronics,Phone Stand,5,5,short,0,0,0,en,positive
305,I鈥檝e gotten this product 2 times and the ball socket always strips so it鈥檚 not worth buying if you want something lasting more than a year,i ve gotten this product 2 times and the ball socket always strips so it s not worth buying if you want something lasting more than a year,0,negative,Frustration,negative,Electronics,Phone Stand,26,28,long,1,0,0,en,negative
306,"I love the adjustability, I love how sturdy it is and the quality of the parts as well. It holds the phone well too and can be easily adjusted. It works perfectly and I would definitely recommend!",i love the adjustability i love how sturdy it is and the quality of the parts as well it holds the phone well too and can be easily adjusted it works perfectly and i would definitely recommend,2,positive,Amusement,positive,Electronics,Phone Stand,37,37,long,0,0,0,en,positive
307,"Works perfect, holds the window solidly.",works perfect holds the window solidly,2,positive,Satisfaction,positive,Electronics,Phone Stand,6,6,short,0,0,0,en,positive
308,"Broke in a monthGreat suction, cheap swivel that holds it upright",broke in a monthgreat suction cheap swivel that holds it upright,0,negative,Sarcasm,negative,Electronics,Phone Stand,11,11,medium,0,0,0,en,negative
309,"It鈥檚 a sad day, after almost five years this little guy finally broke. The suction cup is still holding strong but the gear mechanism inside the phone holder finally gave out and I couldn鈥檛 fix it. Day after day, this guy held my phone firmly and never wobbled or came unstuck. It鈥檚 the only car cellphone mount I鈥檝e ever used that has actually worked and after all this time it鈥檚 still firmly stuck to my dashboard! I鈥檓 planning to purchase another one now and I hope it will get to me soon so I get back on the road",it s a sad day after almost five years this little guy finally broke the suction cup is still holding strong but the gear mechanism inside the phone holder finally gave out and i couldn t fix it day after day this guy held my phone firmly and never wobbled or came unstuck it s the only car cellphone mount i ve ever used that has actually worked and after all this time it s still firmly stuck to my dashboard i m planning to purchase another one now and i hope it will get to me soon so i get back on the road,2,positive,Relief,positive,Electronics,Phone Stand,99,105,long,2,0,0,en,positive
310,"At first I was somewhat impressed with this item. I鈥檓 more of a magnet person but I thought I would give something sturdier a try. Though it appears sturdy, the mechanism is cheaply made. After a month the release button is constantly getting stuck and is a major nuisance. The ball of the neck also constantly comes loose and I鈥檓 always having to readjust it. It hasn鈥檛 come to the blistering heat months yet so I can鈥檛 speak on the stickiness just yet but so far that鈥檚 the only thing that is holding up.",at first i was somewhat impressed with this item i m more of a magnet person but i thought i would give something sturdier a try though it appears sturdy the mechanism is cheaply made after a month the release button is constantly getting stuck and is a major nuisance the ball of the neck also constantly comes loose and i m always having to readjust it it hasn t come to the blistering heat months yet so i can t speak on the stickiness just yet but so far that s the only thing that is holding up,0,negative,Frustration,negative,Electronics,Phone Stand,94,99,long,0,0,0,en,negative
311,"i bought this phone mount to stick on my car's window and i can't keep it anymore. it is very sticky to my car, but the holder itself is very unstable. my phone kept falling off the mount while driving, which was very dangerous considering the car was in motion. had to return for a refund and i don't recommend this!",i bought this phone mount to stick on my car's window and i can't keep it anymore it is very sticky to my car but the holder itself is very unstable my phone kept falling off the mount while driving which was very dangerous considering the car was in motion had to return for a refund and i don't recommend this,0,negative,Frustration,negative,Electronics,Phone Stand,61,61,long,0,0,0,en,negative
312,"No star, it does not stick.",no star it does not stick,0,negative,Sarcasm,negative,Electronics,Phone Stand,6,6,short,0,0,0,en,negative
313,Doesn't grip very well,doesn't grip very well,0,negative,Sarcasm,negative,Electronics,Phone Stand,4,4,short,0,0,0,en,negative
314,Love the car mount. It has great grip and offers great flexibility with the angle options. Highly recommend!,love the car mount it has great grip and offers great flexibility with the angle options highly recommend,2,positive,Amusement,positive,Electronics,Phone Stand,18,18,long,0,0,0,en,positive
315,I really love this phone holder and love the quick release on it too,i really love this phone holder and love the quick release on it too,2,positive,Relief,positive,Electronics,Phone Stand,14,14,medium,0,0,0,en,positive
316,When you put this suction cup on it really holds. This is the second time I bought one the first one is still working great.,when you put this suction cup on it really holds this is the second time i bought one the first one is still working great,2,positive,Amusement,positive,Electronics,Phone Stand,25,25,long,0,0,0,en,positive
317,Producto completamente satisfactorio,producto completamente satisfactorio,2,positive,Amusement,positive,Electronics,Phone Stand,3,3,short,0,0,0,en,positive
318,I have four of these mounted in different machines that I operate and of all the different ones I have bought this is the best one.The photos I posted are of one that is 3 years old and has been mounted in this cat loader the whole time and has never broken or come off the windshield once. This thing bounces around all day so if it doesn't fall off of this it's not falling off of a car window.,i have four of these mounted in different machines that i operate and of all the different ones i have bought this is the best one the photos i posted are of one that is 3 years old and has been mounted in this cat loader the whole time and has never broken or come off the windshield once this thing bounces around all day so if it doesn't fall off of this it's not falling off of a car window,2,positive,Amusement,positive,Electronics,Phone Stand,80,81,long,8,0,0,en,positive
319,Awful..cup would not support the weight of my iPhone and phone kept falling so I had to hold my phone to see the Waze app for a 40 minute drive ....avoid this brand ..,awful cup would not support the weight of my iphone and phone kept falling so i had to hold my phone to see the waze app for a 40 minute drive avoid this brand,0,negative,Disappointment,negative,Electronics,Phone,34,34,long,1,0,0,en,negative
320,"This is a great phone mount and easily holds my phone even with its protective case on it (I鈥檝e had phone holders in the past that wouldn't hold my phone with the phone case so I had to take it off every time I wanted to mount it in my vehicle). I did almost break this thing when trying to wedge my phone in it the first time I didn't realize you needed to just push the button on the back to widen the mounting arms, so be sure to do that or if you're smarter than me you'll just read the instructions before messing around with it 馃槂. The only downside I would say is it's a bit bulky cell if you have a little car with a small windshield it could hinder your view a bit. I have a sprinter van with a giant windshield so it's not an issue at all for me and this product is well worth the five stars in my opinion!",this is a great phone mount and easily holds my phone even with its protective case on it i ve had phone holders in the past that wouldn't hold my phone with the phone case so i had to take it off every time i wanted to mount it in my vehicle i did almost break this thing when trying to wedge my phone in it the first time i didn't realize you needed to just push the button on the back to widen the mounting arms so be sure to do that or if you're smarter than me you'll just read the instructions before messing around with it the only downside i would say is it's a bit bulky cell if you have a little car with a small windshield it could hinder your view a bit i have a sprinter van with a giant windshield so it's not an issue at all for me and this product is well worth the five stars in my opinion,2,positive,Amusement,positive,Electronics,Phone Stand,168,168,long,2,0,0,en,positive
321,"I have tried several of these holders, this i the only one that will hold my iPhone 16 pro in the Otter Box protector.",i have tried several of these holders this i the only one that will hold my iphone 16 pro in the otter box protector,2,positive,Satisfaction,positive,Electronics,Phone,24,24,long,0,0,0,en,positive
322,Bought this for my daughter. She's a brand new drive and loves it. It helps her to be less distracted when using her GPS while driving.,bought this for my daughter she's a brand new drive and loves it it helps her to be less distracted when using her gps while driving,2,positive,Relief,positive,Electronics,Phone Stand,26,26,long,0,0,0,en,positive
323,Seems well made of quality materials but... The yolk/prongs at the base of the equipment mounting pad is too narrow to fit the power cord of the device (not a phone).,seems well made of quality materials but the yolk prongs at the base of the equipment mounting pad is too narrow to fit the power cord of the device not a phone,1,neutral,Confusion,neutral,Electronics,Phone Stand,31,32,long,0,0,0,en,neutral
324,Did not secure my Samsung S25 with the case. Phone fell out of holder as I was driving. Not suitable for phones with cases. Poor suction. Couldn't hold the weight of the phone. DO NOT PURCHASE if you have a phone in a case.,did not secure my samsung s25 with the case phone fell out of holder as i was driving not suitable for phones with cases poor suction couldn't hold the weight of the phone do not purchase if you have a phone in a case,0,negative,Sarcasm,negative,Electronics,Phone,44,44,long,0,0,0,en,negative
325,It works very well in any surface,it works very well in any surface,2,positive,Relief,positive,Electronics,Phone Stand,7,7,short,0,0,0,en,positive
326,"Nice item, wife bought a gooseneck type much better to use",nice item wife bought a gooseneck type much better to use,2,positive,Amusement,positive,Electronics,Phone Stand,11,11,medium,0,0,0,en,positive
327,Arrived in time and was as described let鈥檚 see how long it lasts,arrived in time and was as described let s see how long it lasts,2,positive,Satisfaction,positive,Electronics,Phone Stand,13,14,medium,0,0,0,en,positive
328,Muy mala calidad,muy mala calidad,0,negative,Disappointment,negative,Electronics,Phone Stand,3,3,short,0,0,0,en,negative
329,didn鈥檛 work for me,didn t work for me,0,negative,Frustration,negative,Electronics,Phone Stand,4,5,short,0,0,0,en,negative
330,This is by far one of the best phone holders for the windshield. I have purchased in a long time.,this is by far one of the best phone holders for the windshield i have purchased in a long time,2,positive,Relief,positive,Electronics,Phone Stand,20,20,long,0,0,0,en,positive
331,I use this for our ambulances which are very bumpy. Never had a problem 10/10,i use this for our ambulances which are very bumpy never had a problem 10 10,2,positive,Satisfaction,positive,Electronics,Phone Stand,15,16,long,0,0,0,en,positive
332,installation is super easy!,installation is super easy,2,positive,Satisfaction,positive,Electronics,Phone Stand,4,4,short,0,0,0,en,positive
333,This phone holder Works very well,this phone holder works very well,2,positive,Satisfaction,positive,Electronics,Phone Stand,6,6,short,0,0,0,en,positive
334,"Holds phone well, wish the arm was a touch longer. I have this device on my winshield. Reaching way to far to touch for hands free calling. Stays in place good though on the glass. Not sure how well it would stay in place on a dashboard with an non-smooth surface.",holds phone well wish the arm was a touch longer i have this device on my winshield reaching way to far to touch for hands free calling stays in place good though on the glass not sure how well it would stay in place on a dashboard with an non smooth surface,2,positive,Relief,positive,Electronics,Phone Stand,51,52,long,0,0,0,en,positive
335,"It's ok for the price, the suction cup isn't that good. It has a lot of play in it. It comes down to this, you get what you pay for.",it's ok for the price the suction cup isn't that good it has a lot of play in it it comes down to this you get what you pay for,1,neutral,Apathy,neutral,Electronics,Phone Stand,30,30,long,0,0,0,en,neutral
336,Ive bought this phone mount twice now and works good for a few months then will stop unlatching your phone.,ive bought this phone mount twice now and works good for a few months then will stop unlatching your phone,0,negative,Frustration,negative,Electronics,Phone Stand,20,20,long,0,0,0,en,negative
337,Good product but not for me,good product but not for me,0,negative,Frustration,negative,Electronics,Phone Stand,6,6,short,0,0,0,en,negative
338,Workes well at first but quickly messed up soon one of the sides didn鈥檛 fully go in and i decided to keep using it and then it wouldn鈥檛 fully close all the way and failed to keep holding up the phone,workes well at first but quickly messed up soon one of the sides didn t fully go in and i decided to keep using it and then it wouldn t fully close all the way and failed to keep holding up the phone,0,negative,Disappointment,negative,Electronics,Phone Stand,41,43,long,0,0,0,en,negative
339,sticks to my windshield for only a few hours then falls off,sticks to my windshield for only a few hours then falls off,0,negative,Frustration,negative,Electronics,Phone Stand,12,12,medium,0,0,0,en,negative
340,you dont have a case on your phone. The arms that hold the phone re too short to hold the entire phone if you have a protective case. It dropped my phone and cracked the screen cover. Fortunately my screen protector came with two pieces.,you dont have a case on your phone the arms that hold the phone re too short to hold the entire phone if you have a protective case it dropped my phone and cracked the screen cover fortunately my screen protector came with two pieces,0,negative,Disappointment,negative,Electronics,Electronics Accessories,45,45,long,0,0,0,en,negative
341,Phone holder is strong and sturdy!! Very good so far!,phone holder is strong and sturdy very good so far,2,positive,Satisfaction,positive,Electronics,Phone Stand,10,10,medium,0,0,0,en,positive
342,Super great phone holder. Mounted in my husband鈥榮 truck perfectly and had no issues afterwards. The adhesive is great and overall 10 out of 10 product.,super great phone holder mounted in my husband s truck perfectly and had no issues afterwards the adhesive is great and overall 10 out of 10 product,2,positive,Amusement,positive,Electronics,Phone Stand,26,27,long,1,0,0,en,positive
343,I鈥檝e used this twice and it鈥檚 never stayed on the window without falling off after a few minutes.It also leaves giant suction marks anywhere it touches. Horrible waste of money!,i ve used this twice and it s never stayed on the window without falling off after a few minutes it also leaves giant suction marks anywhere it touches horrible waste of money,0,negative,Sarcasm,negative,Electronics,Phone Stand,30,33,long,1,0,0,en,negative
344,I bought this because I was taking a trip to California and would be renting a car. I don't like to connect my phone to the rental car so I opted to simply use my phone for GPS navigation (Waze). This worked great and allowed me to keep my hands free while driving. The material quality was good and the suction cup stayed put. Fit well with my Samsung S24 Ultra.,i bought this because i was taking a trip to california and would be renting a car i don't like to connect my phone to the rental car so i opted to simply use my phone for gps navigation waze this worked great and allowed me to keep my hands free while driving the material quality was good and the suction cup stayed put fit well with my samsung s24 ultra,2,positive,Satisfaction,positive,Electronics,Phone,71,71,long,3,0,0,en,positive
345,Sticks to the windshield very well. Holds the phone in place with no vibration.,sticks to the windshield very well holds the phone in place with no vibration,2,positive,Satisfaction,positive,Electronics,Phone Stand,14,14,medium,1,0,0,en,positive
346,Works very well鈥?no problems,works very well no problems,2,positive,Satisfaction,positive,Electronics,Phone Stand,5,5,short,0,0,0,en,positive
347,Workes well at first but quickly messed up soon one of the sides didn鈥檛 fully go in and i decided to keep using it and then it wouldn鈥檛 fully close all the way and failed to keep holding up the phone,workes well at first but quickly messed up soon one of the sides didn t fully go in and i decided to keep using it and then it wouldn t fully close all the way and failed to keep holding up the phone,0,negative,Frustration,negative,Electronics,Phone Stand,41,43,long,0,0,0,en,negative
348,sticks to my windshield for only a few hours then falls off,sticks to my windshield for only a few hours then falls off,0,negative,Disappointment,negative,Electronics,Phone Stand,12,12,medium,0,0,0,en,negative
349,you dont have a case on your phone. The arms that hold the phone re too short to hold the entire phone if you have a protective case. It dropped my phone and cracked the screen cover. Fortunately my screen protector came with two pieces.,you dont have a case on your phone the arms that hold the phone re too short to hold the entire phone if you have a protective case it dropped my phone and cracked the screen cover fortunately my screen protector came with two pieces,0,negative,Frustration,negative,Electronics,Electronics Accessories,45,45,long,0,0,0,en,negative
350,Phone holder is strong and sturdy!! Very good so far!,phone holder is strong and sturdy very good so far,2,positive,Relief,positive,Electronics,Phone Stand,10,10,medium,0,0,0,en,positive
351,Super great phone holder. Mounted in my husband鈥榮 truck perfectly and had no issues afterwards. The adhesive is great and overall 10 out of 10 product.,super great phone holder mounted in my husband s truck perfectly and had no issues afterwards the adhesive is great and overall 10 out of 10 product,2,positive,Relief,positive,Electronics,Phone Stand,26,27,long,1,0,0,en,positive
352,I鈥檝e used this twice and it鈥檚 never stayed on the window without falling off after a few minutes.It also leaves giant suction marks anywhere it touches. Horrible waste of money!,i ve used this twice and it s never stayed on the window without falling off after a few minutes it also leaves giant suction marks anywhere it touches horrible waste of money,0,negative,Frustration,negative,Electronics,Phone Stand,30,33,long,1,0,0,en,negative
353,I bought this because I was taking a trip to California and would be renting a car. I don't like to connect my phone to the rental car so I opted to simply use my phone for GPS navigation (Waze). This worked great and allowed me to keep my hands free while driving. The material quality was good and the suction cup stayed put. Fit well with my Samsung S24 Ultra.,i bought this because i was taking a trip to california and would be renting a car i don't like to connect my phone to the rental car so i opted to simply use my phone for gps navigation waze this worked great and allowed me to keep my hands free while driving the material quality was good and the suction cup stayed put fit well with my samsung s24 ultra,2,positive,Relief,positive,Electronics,Phone,71,71,long,3,0,0,en,positive
354,Sticks to the windshield very well. Holds the phone in place with no vibration.,sticks to the windshield very well holds the phone in place with no vibration,2,positive,Satisfaction,positive,Electronics,Phone Stand,14,14,medium,1,0,0,en,positive
355,Works very well鈥?no problems,works very well no problems,2,positive,Satisfaction,positive,Electronics,Phone Stand,5,5,short,0,0,0,en,positive
356,Workes well at first but quickly messed up soon one of the sides didn鈥檛 fully go in and i decided to keep using it and then it wouldn鈥檛 fully close all the way and failed to keep holding up the phone,workes well at first but quickly messed up soon one of the sides didn t fully go in and i decided to keep using it and then it wouldn t fully close all the way and failed to keep holding up the phone,0,negative,Sarcasm,negative,Electronics,Phone Stand,41,43,long,0,0,0,en,negative
357,sticks to my windshield for only a few hours then falls off,sticks to my windshield for only a few hours then falls off,0,negative,Frustration,negative,Electronics,Phone Stand,12,12,medium,0,0,0,en,negative
358,you dont have a case on your phone. The arms that hold the phone re too short to hold the entire phone if you have a protective case. It dropped my phone and cracked the screen cover. Fortunately my screen protector came with two pieces.,you dont have a case on your phone the arms that hold the phone re too short to hold the entire phone if you have a protective case it dropped my phone and cracked the screen cover fortunately my screen protector came with two pieces,0,negative,Sarcasm,negative,Electronics,Electronics Accessories,45,45,long,0,0,0,en,negative
359,Phone holder is strong and sturdy!! Very good so far!,phone holder is strong and sturdy very good so far,2,positive,Amusement,positive,Electronics,Phone Stand,10,10,medium,0,0,0,en,positive
360,Super great phone holder. Mounted in my husband鈥榮 truck perfectly and had no issues afterwards. The adhesive is great and overall 10 out of 10 product.,super great phone holder mounted in my husband s truck perfectly and had no issues afterwards the adhesive is great and overall 10 out of 10 product,2,positive,Satisfaction,positive,Electronics,Phone Stand,26,27,long,1,0,0,en,positive
361,I鈥檝e used this twice and it鈥檚 never stayed on the window without falling off after a few minutes.It also leaves giant suction marks anywhere it touches. Horrible waste of money!,i ve used this twice and it s never stayed on the window without falling off after a few minutes it also leaves giant suction marks anywhere it touches horrible waste of money,0,negative,Disappointment,negative,Electronics,Phone Stand,30,33,long,1,0,0,en,negative
362,I bought this because I was taking a trip to California and would be renting a car. I don't like to connect my phone to the rental car so I opted to simply use my phone for GPS navigation (Waze). This worked great and allowed me to keep my hands free while driving. The material quality was good and the suction cup stayed put. Fit well with my Samsung S24 Ultra.,i bought this because i was taking a trip to california and would be renting a car i don't like to connect my phone to the rental car so i opted to simply use my phone for gps navigation waze this worked great and allowed me to keep my hands free while driving the material quality was good and the suction cup stayed put fit well with my samsung s24 ultra,2,positive,Relief,positive,Electronics,Phone,71,71,long,3,0,0,en,positive
