id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
6012,Wow The delivery showed up on the weekend Fascinating wow,the delivery showed up on the weekend,1,neutral,Indifference,neutral,Clothing,10,7,short,2,1,0,en,neutral
6013,If im being real The delivery came on the weekend Whatever smh,if im being real the delivery came on the weekend,1,neutral,Indifference,neutral,Sports & Outdoors,12,10,medium,0,1,0,en,neutral
6014,The delivery showed up on a tuesday smh,the delivery showed up on a tuesday,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,4,1,0,en,neutral
6015,well the box was left here on a tuesday cheers ??,well the box was left here on a tuesday,1,neutral,Apathy,neutral,Electronics,11,9,medium,1,1,0,en,neutral
6017,First off The package was dropped off on wednesday morning Whatever smh,first off the package was dropped off on wednesday morning,1,neutral,Indifference,neutral,Clothing,12,10,medium,0,1,0,en,neutral
6018,The package was left here on a tuesday Cheers hmm,the package was left here on a tuesday,1,neutral,Apathy,neutral,Electronics,10,8,medium,3,1,0,en,neutral
6019,The box arrived on friday Anyway hmm,the box arrived on friday,1,neutral,Apathy,neutral,Electronics,7,5,short,1,1,0,en,neutral
6020,ok so the order arrived on thursday take it or leave it lol,ok so the order arrived on thursday take it or leave it,1,neutral,Confusion,neutral,Electronics,13,12,medium,0,1,0,en,neutral
6022,first off the order was left here on wednesday morning take it or leave it !!,first off the order was left here on wednesday morning take it or leave it,1,neutral,Indifference,neutral,Electronics,16,15,long,0,1,0,en,neutral
6023,ok so the delivery showed up on thursday cheers !!,ok so the delivery showed up on thursday,1,neutral,Confusion,neutral,Clothing,10,8,medium,3,1,0,en,neutral
6024,okay hte item came on wednesday morning oh well,okay hte item came on wednesday morning oh well,1,neutral,Indifference,neutral,Sports & Outdoors,9,9,medium,0,1,0,en,neutral
6025,the  order came on the weekend smh,the order came on the weekend,1,neutral,Confusion,neutral,Clothing,7,6,short,0,1,0,en,neutral
6027,So The box arrived on a tuesday yeah,so the box arrived on a tuesday,1,neutral,Indifference,neutral,Electronics,8,7,short,1,1,0,en,neutral
6028,Okay  The delivery came on the weekend wow,okay the delivery came on the weekend,1,neutral,Indifference,neutral,Clothing,8,7,short,0,1,0,en,neutral
6029,Listen The delivery showed up on a monday afternoon,listen the delivery showed up on a monday afternoon,1,neutral,Apathy,neutral,Automotive,9,9,medium,1,1,0,en,neutral
6030,If  im being real The package was left here on the weekend ??,if im being real the package was left here on the weekend,1,neutral,Apathy,neutral,Sports & Outdoors,13,12,medium,1,1,0,en,neutral
6031,The  delivery was left here on the weekend Take it or leave it smh,the delivery was left here on the weekend take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,14,13,medium,4,1,0,en,neutral
6032,The item was dropped off on friday Cheers,the item was dropped off on friday,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,2,1,0,en,neutral
6033,Well The package arrived on a tuesday yeah,well the package arrived on a tuesday,1,neutral,Confusion,neutral,Clothing,8,7,short,0,1,0,en,neutral
6034,well the package showed up on a monday afternoon cheers wow,well the package showed up on a monday afternoon,1,neutral,Confusion,neutral,Sports & Outdoors,11,9,medium,3,1,0,en,neutral
6035,Right so The box came on a monday afternoon hmm,right so the box came on a monday afternoon,1,neutral,Indifference,neutral,Sports & Outdoors,10,9,medium,3,1,0,en,neutral
6036,the delivery was left here on thursday,the delivery was left here on thursday,1,neutral,Indifference,neutral,Clothing,7,7,short,2,1,0,en,neutral
6037,i guess the delivery was left here on friday anyway smh,i guess the delivery was left here on friday,1,neutral,Confusion,neutral,Electronics,11,9,medium,0,1,0,en,neutral
6038,the item arrived on friday whatever tbh,the item arrived on friday,1,neutral,Indifference,neutral,Electronics,7,5,short,2,1,0,en,neutral
6039,Listen The order was dropped off on a monday afternoon,listen the order was dropped off on a monday afternoon,1,neutral,Indifference,neutral,Sports & Outdoors,10,10,medium,1,1,0,en,neutral
6040,Bruh The package showed up on a tuesday Anyway ??,the package showed up on a tuesday,1,neutral,Apathy,neutral,Home & Kitchen,10,7,short,5,1,0,en,neutral
6041,The item was left here on a tuesday End of story ok,the item was left here on a tuesday end of story ok,1,neutral,Indifference,neutral,Clothing,12,12,medium,0,1,0,en,neutral
6044,If imb eing real The box was dropped off on thursday Yup hmm,if imb eing real the box was dropped off on thursday,1,neutral,Confusion,neutral,Home & Kitchen,13,11,medium,1,1,0,en,neutral
6046,if im being real the delivery showed up on wednesday morning yeah,if im being real the delivery showed up on wednesday morning,1,neutral,Confusion,neutral,Home & Kitchen,12,11,medium,4,1,0,en,neutral
6047,Well  The package was left here on friday End of story tbh,well the package was left here on friday end of story,1,neutral,Indifference,neutral,Clothing,12,11,medium,0,1,0,en,neutral
6048,Bruh The order was dropped off on rfiday Whatever,the order was dropped off on rfiday,1,neutral,Apathy,neutral,Automotive,9,7,short,0,1,0,en,neutral
6049,right so the package was dropped off on the weekend !!,right so the package was dropped off on the weekend,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,2,1,0,en,neutral
6050,Wow The package showed up on a teusday Oh well,the package showed up on a teusday oh well,1,neutral,Confusion,neutral,Clothing,10,9,medium,0,1,0,en,neutral
6051,Right so The order came on wednesday morning Fascinating !!,right so the order came on wednesday morning,1,neutral,Indifference,neutral,Automotive,10,8,medium,0,1,0,en,neutral
6052,Ok so The box was left here on a tuesday tbh,ok so the box was left here on a tuesday,1,neutral,Confusion,neutral,Home & Kitchen,11,10,medium,2,1,0,en,neutral
6054,well the delivery was left here on a tuesday wow,well the delivery was left here on a tuesday,1,neutral,Confusion,neutral,Clothing,10,9,medium,6,1,0,en,neutral
6056,look the package came on a monday afternoon just putting it out there,look the package came on a monday afternoon just putting it out there,1,neutral,Confusion,neutral,Electronics,13,13,medium,0,1,0,en,neutral
6057,Okay The item came on the weekend Just putting it out there yeah,okay the item came on the weekend just putting it out there,1,neutral,Indifference,neutral,Home & Kitchen,13,12,medium,0,1,0,en,neutral
6058,Look The box showed up on friday Make of that what you will !!,look the box showed up on friday make of that what you will,1,neutral,Apathy,neutral,Automotive,14,13,medium,0,1,0,en,neutral
6059,Ok so The delivery came on frida yWhatever,ok so the delivery came on frida ywhatever,1,neutral,Apathy,neutral,Automotive,8,8,medium,1,1,0,en,neutral
6060,look the box was left here on a tuesday wow,look the box was left here on a tuesday,1,neutral,Apathy,neutral,Electronics,10,9,medium,0,1,0,en,neutral
6061,if  im being real the delivery was dropped off on wednesday morning cheers hmm,if im being real the delivery was dropped off on wednesday morning,1,neutral,Indifference,neutral,Clothing,14,12,medium,1,1,0,en,neutral
6062,Wow The package showed up on thursday Take it or leave it,the package showed up on thursday take it or leave it,1,neutral,Confusion,neutral,Electronics,12,11,medium,1,1,0,en,neutral
6063,right so th eorder arrived on wednesday morning end of story,right so th eorder arrived on wednesday morning end of story,1,neutral,Confusion,neutral,Automotive,11,11,medium,1,1,0,en,neutral
6064,the package came on thursday wow,the package came on thursday,1,neutral,Apathy,neutral,Clothing,6,5,short,1,1,0,en,neutral
6066,okay  the delivery showed up on friday .,okay the delivery showed up on friday,1,neutral,Indifference,neutral,Clothing,8,7,short,5,1,0,en,neutral
6068,First off The package showed up on thursday yeah,first off the package showed up on thursday,1,neutral,Confusion,neutral,Automotive,9,8,medium,1,1,0,en,neutral
6069,i guess the item was left here on wednesday morning just putting it out there,i guess the item was left here on wednesday morning just putting it out there,1,neutral,Confusion,neutral,Sports & Outdoors,15,15,long,5,1,0,en,neutral
6070,okay the order came on a monday afternoon oh well lol,okay the order came on a monday afternoon oh well,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral
6071,if im being real the delivery was left here on a tuesday cheers ??,if im being real the delivery was left here on a tuesday,1,neutral,Apathy,neutral,Clothing,14,12,medium,2,1,0,en,neutral
6073,right  so the delivery was dropped off on a monday afternoon,right so the delivery was dropped off on a monday afternoon,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,0,1,0,en,neutral
6074,I guess The order came on a tuesday,i guess the order came on a tuesday,1,neutral,Confusion,neutral,Clothing,8,8,medium,6,1,0,en,neutral
6075,Listen The box arrived on the weekend Just putting it out there ok,listen the box arrived on the weekend just putting it out there ok,1,neutral,Indifference,neutral,Clothing,13,13,medium,0,1,0,en,neutral
6076,the delivery was dropped off on thursday whatever yeah,the delivery was dropped off on thursday,1,neutral,Indifference,neutral,Clothing,9,7,short,2,1,0,en,neutral
6077,look the item was dropped off on thew eekend smh,look the item was dropped off on thew eekend,1,neutral,Apathy,neutral,Electronics,10,9,medium,0,1,0,en,neutral
6078,the item showed up on wednesday morning end of story lol,the item showed up on wednesday morning end of story,1,neutral,Confusion,neutral,Home & Kitchen,11,10,medium,0,1,0,en,neutral
6079,look the order arrived on friday make of that what you will ok,look the order arrived on friday make of that what you will ok,1,neutral,Indifference,neutral,Electronics,13,13,medium,1,1,0,en,neutral
6080,Okay  The delivery was dropped off on wednesday morning Make of that what you will tbh,okay the delivery was dropped off on wednesday morning make of that what you will,1,neutral,Confusion,neutral,Sports & Outdoors,16,15,long,1,1,0,en,neutral
6082,i guess the item was dropped off on a monday afternoon end of story tbh,i guess the item was dropped off on a monday afternoon end of story,1,neutral,Indifference,neutral,Home & Kitchen,15,14,medium,0,1,0,en,neutral
6084,Ok  so The delivery showed up on a tuesday Take it or leave it wow,ok so the delivery showed up on a tuesday take it or leave it,1,neutral,Indifference,neutral,Electronics,15,14,medium,4,1,0,en,neutral
6085,I guess The delivery was left here on wednesday morning Just putting it out there !!,i guess the delivery was left here on wednesday morning just putting it out there,1,neutral,Apathy,neutral,Electronics,16,15,long,1,1,0,en,neutral
6086,Look The package arrived on friday hmm,look the package arrived on friday,1,neutral,Confusion,neutral,Automotive,7,6,short,0,1,0,en,neutral
6088,Well The order was left here on the weekend End of story !!,well the order was left here on the weekend end of story,1,neutral,Apathy,neutral,Clothing,13,12,medium,0,1,0,en,neutral
6089,well the delivery showde up on thursday anyway ok,well the delivery showde up on thursday ok,1,neutral,Indifference,neutral,Home & Kitchen,9,8,medium,3,1,0,en,neutral
6090,So The order showed up on the weekend Fascinating tbh,so the order showed up on the weekend,1,neutral,Indifference,neutral,Electronics,10,8,medium,3,1,0,en,neutral
6091,listen the order came on wednesday morning make of that what you will yeah,listen the order came on wednesday morning make of that what you will,1,neutral,Indifference,neutral,Electronics,14,13,medium,1,1,0,en,neutral
6093,Okay The package showed up on thursday Cheers wow,okay the package showed up on thursday,1,neutral,Apathy,neutral,Home & Kitchen,9,7,short,0,1,0,en,neutral
6094,ok so the item showed up on the weekend lol,ok so the item showed up on the weekend,1,neutral,Indifference,neutral,Clothing,10,9,medium,0,1,0,en,neutral
6095,Listen  The order arrived on a tuesday End of story,listen the order arrived on a tuesday end of story,1,neutral,Confusion,neutral,Sports & Outdoors,10,10,medium,0,1,0,en,neutral
6096,Honestly The package was dropped off on wednesday morning Cheers ok,honestly the package was dropped off on wednesday morning ok,1,neutral,Apathy,neutral,Automotive,11,10,medium,0,1,0,en,neutral
6097,I  guess The package was dropped off on friday Just putting it out there yeah,i guess the package was dropped off on friday just putting it out there,1,neutral,Apathy,neutral,Automotive,15,14,medium,0,1,0,en,neutral
6098,honestly the package was left here on a tuesday tbh,honestly the package was left here on a tuesday,1,neutral,Apathy,neutral,Sports & Outdoors,10,9,medium,0,1,0,en,neutral
6100,Well  The delivery came on a tuesday,well the delivery came on a tuesday,1,neutral,Apathy,neutral,Automotive,7,7,short,0,1,0,en,neutral
6101,Look The package showed up on a monday afternoon Take it or leave it smh,look the package showed up on a monday afternoon take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,15,14,medium,1,1,0,en,neutral
6103,honestly the box came on a monday afternoon cheers,honestly the box came on a monday afternoon,1,neutral,Indifference,neutral,Clothing,9,8,medium,4,1,0,en,neutral
6104,Listen  The box was dropped off on a monday afternoon,listen the box was dropped off on a monday afternoon,1,neutral,Indifference,neutral,Clothing,10,10,medium,0,1,0,en,neutral
6105,Wow The box was dropped off on wednesday morning Oh well lol,the box was dropped off on wednesday morning oh well,1,neutral,Indifference,neutral,Sports & Outdoors,12,10,medium,1,1,0,en,neutral
6106,So The box came on wednesday morning ??,so the box came on wednesday morning,1,neutral,Confusion,neutral,Electronics,8,7,short,0,1,0,en,neutral
6108,first off the order showed up on the weekend !! 372,first off the order showed up on the weekend 372,1,neutral,Indifference,neutral,Sports & Outdoors,11,10,medium,5,1,0,en,neutral
6109,so the box arrived on thursday make of that what you will ??,so the box arrived on thursday make of that what you will,1,neutral,Indifference,neutral,Automotive,13,12,medium,2,1,0,en,neutral
6110,right so the package arrived on the weekend,right so the package arrived on the weekend,1,neutral,Apathy,neutral,Automotive,8,8,medium,3,1,0,en,neutral
6111,First off The box showed up on a monday afternoon wow,first off the box showed up on a monday afternoon,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,0,1,0,en,neutral
6112,The package arrived on thursday Take it or leave it,the package arrived on thursday take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,10,10,medium,4,1,0,en,neutral
6114,Listen The order was dropped off on friday lol,listen the order was dropped off on friday,1,neutral,Apathy,neutral,Electronics,9,8,medium,0,1,0,en,neutral
6115,first off the deliveryw as left here on a monday afternoon make of that what you will ??,first off the deliveryw as left here on a monday afternoon make of that what you will,1,neutral,Indifference,neutral,Sports & Outdoors,18,17,long,1,1,0,en,neutral
6116,First off The delivery came on a tuesday Just putting it out there,first off the delivery came on a tuesday just putting it out there,1,neutral,Apathy,neutral,Electronics,13,13,medium,0,1,0,en,neutral
6117,listen the order was left here on the weekend smh,listen the order was left here on the weekend,1,neutral,Apathy,neutral,Clothing,10,9,medium,1,1,0,en,neutral
6118,first off the item showed up on a monday afternoon,first off the item showed up on a monday afternoon,1,neutral,Indifference,neutral,Automotive,10,10,medium,0,1,0,en,neutral
6119,Ok so The box came on wednesday morning End of story lol,ok so the box came on wednesday morning end of story,1,neutral,Apathy,neutral,Automotive,12,11,medium,0,1,0,en,neutral
6120,so the package arrived on a tuesday just putting it out there .,so the package arrived on a tuesday just putting it out there,1,neutral,Apathy,neutral,Electronics,13,12,medium,0,1,0,en,neutral
6121,i  guess the box cam eon wednesday morning smh,i guess the box cam eon wednesday morning,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,7,1,0,en,neutral
6122,the box came on friday oh well ok,the box came on friday oh well ok,1,neutral,Indifference,neutral,Electronics,8,8,medium,0,1,0,en,neutral
6124,wow the package showed up on wednesday morning end of story ??,the package showed up on wednesday morning end of story,1,neutral,Apathy,neutral,Sports & Outdoors,12,10,medium,0,1,0,en,neutral
6125,well the package caem on a monday afternoon yup lol,well the package caem on a monday afternoon,1,neutral,Indifference,neutral,Electronics,10,8,medium,0,1,0,en,neutral
6126,Okay The package showed up on thursday End of story tbh,okay the package showed up on thursday end of story,1,neutral,Apathy,neutral,Home & Kitchen,11,10,medium,1,1,0,en,neutral
6127,Honestly The delivery was dropped off on thursday Cheers,honestly the delivery was dropped off on thursday,1,neutral,Indifference,neutral,Electronics,9,8,medium,0,1,0,en,neutral
6129,The package was left here on a tuesday ok,the package was left here on a tuesday ok,1,neutral,Confusion,neutral,Clothing,9,9,medium,1,1,0,en,neutral
6130,look the order arrived on thursday make of that what you will,look the order arrived on thursday make of that what you will,1,neutral,Confusion,neutral,Electronics,12,12,medium,1,1,0,en,neutral
6131,the box arrived on thursday whatever ??,the box arrived on thursday,1,neutral,Apathy,neutral,Clothing,7,5,short,2,1,0,en,neutral
6132,So  The order was left here on thursday Whatever hmm,so the order was left here on thursday,1,neutral,Apathy,neutral,Sports & Outdoors,10,8,medium,1,1,0,en,neutral
6133,Look The package showed up on a monday afternoon Just putting it out there tbh,look the package showed up on a monday afternoon just putting it out there,1,neutral,Apathy,neutral,Automotive,15,14,medium,5,1,0,en,neutral
6134,Okay The order came on a tuesday .,okay the order came on a tuesday,1,neutral,Apathy,neutral,Clothing,8,7,short,3,1,0,en,neutral
6135,so the delivery was left here on thursday cheers yeah,so the delivery was left here on thursday,1,neutral,Indifference,neutral,Electronics,10,8,medium,2,1,0,en,neutral
6136,Look The order cameo n a tuesday wow,look the order cameo n a tuesday,1,neutral,Confusion,neutral,Home & Kitchen,8,7,short,4,1,0,en,neutral
6137,I  guess The order came on friday lol,i guess the order came on friday,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,0,1,0,en,neutral
6138,well the order wsa left here on a tuesday lol,well the order wsa left here on a tuesday,1,neutral,Apathy,neutral,Home & Kitchen,10,9,medium,2,1,0,en,neutral
6139,Ok  so The delivery arrived on wednesday morning Cheers smh,ok so the delivery arrived on wednesday morning,1,neutral,Indifference,neutral,Automotive,10,8,medium,1,1,0,en,neutral
6140,listen the item was left here on a tuesday .,listen the item was left here on a tuesday,1,neutral,Confusion,neutral,Clothing,10,9,medium,0,1,0,en,neutral
6141,I guess The delivery arrived on a tuesday Cheers lol,i guess the delivery arrived on a tuesday,1,neutral,Confusion,neutral,Electronics,10,8,medium,0,1,0,en,neutral
6142,Ok so The package was left here on the weekend Whatever wow,ok so the package was left here on the weekend,1,neutral,Confusion,neutral,Home & Kitchen,12,10,medium,2,1,0,en,neutral
6143,listen the order arrived on a monday afternoon make of that what you will smh,listen the order arrived on a monday afternoon make of that what you will,1,neutral,Apathy,neutral,Electronics,15,14,medium,1,1,0,en,neutral
6145,i  guess the package showed up on friday oh well ok,i guess the package showed up on friday oh well ok,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,2,1,0,en,neutral
6146,Bruh The delivery was left here on a monday afternoon End of story ok,the delivery was left here on a monday afternoon end of story ok,1,neutral,Confusion,neutral,Electronics,14,13,medium,0,1,0,en,neutral
6147,honestly  the box showed up on wednesday morning end of story ??,honestly the box showed up on wednesday morning end of story,1,neutral,Indifference,neutral,Automotive,12,11,medium,1,1,0,en,neutral
6148,the  box came on friday hmm,the box came on friday,1,neutral,Apathy,neutral,Home & Kitchen,6,5,short,4,1,0,en,neutral
6149,the order was dropped off on a tuesday end of story !!,the order was dropped off on a tuesday end of story,1,neutral,Apathy,neutral,Clothing,12,11,medium,2,1,0,en,neutral
6150,If im being real The package showed up on a monday afternoon yeah,if im being real the package showed up on a monday afternoon,1,neutral,Indifference,neutral,Home & Kitchen,13,12,medium,8,1,0,en,neutral
6151,so the delivery was left here on thursday ok,so the delivery was left here on thursday ok,1,neutral,Confusion,neutral,Home & Kitchen,9,9,medium,0,1,0,en,neutral
6152,The order was dropped offo n thursday Fascinating ok,the order was dropped offo n thursday ok,1,neutral,Apathy,neutral,Clothing,9,8,medium,0,1,0,en,neutral
6153,if im being real the item showed up on the weekend yeah,if im being real the item showed up on the weekend,1,neutral,Indifference,neutral,Electronics,12,11,medium,0,1,0,en,neutral
6154,The  package was dropped off on friday Cheers wow,the package was dropped off on friday,1,neutral,Indifference,neutral,Electronics,9,7,short,1,1,0,en,neutral
6155,The  item was left here on wednesday morning ??,the item was left here on wednesday morning,1,neutral,Indifference,neutral,Electronics,9,8,medium,1,1,0,en,neutral
6157,ok so the item was left here on the weekend smh,ok so the item was left here on the weekend,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,0,1,0,en,neutral
6158,Look  The delivery came on thursday Take it or leave it .,look the delivery came on thursday take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,12,11,medium,0,1,0,en,neutral
6159,The  package was dropped off on thursday Oh well tbh,the package was dropped off on thursday oh well,1,neutral,Indifference,neutral,Automotive,10,9,medium,3,1,0,en,neutral
6160,Okay  The package showed up on the weekend Fascinating smh,okay the package showed up on the weekend,1,neutral,Confusion,neutral,Automotive,10,8,medium,2,1,0,en,neutral
6162,Wow The item was left here on a monday afternoon Just putting it out there lol,the item was left here on a monday afternoon just putting it out there,1,neutral,Confusion,neutral,Home & Kitchen,16,14,medium,3,1,0,en,neutral
6164,If im being real The package was dropped off on a monday afternoon Yup tbh,if im being real the package was dropped off on a monday afternoon,1,neutral,Confusion,neutral,Electronics,15,13,medium,1,1,0,en,neutral
6165,if im ebing real the package came on a tuesday hmm,if im ebing real the package came on a tuesday,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral
6166,Wow The item was left here on thursday Whateevr !!,the item was left here on thursday whateevr,1,neutral,Indifference,neutral,Clothing,10,8,medium,4,1,0,en,neutral
6167,First off The item showed up on thursday Anyway .,first off the item showed up on thursday,1,neutral,Apathy,neutral,Automotive,10,8,medium,1,1,0,en,neutral
6168,The item was left here on wednesday morning Take it or leave it smh,the item was left here on wednesday morning take it or leave it,1,neutral,Apathy,neutral,Home & Kitchen,14,13,medium,0,1,0,en,neutral
6169,bruh the order came on friday,the order came on friday,1,neutral,Confusion,neutral,Sports & Outdoors,6,5,short,1,1,0,en,neutral
6170,well the order came on the weekend hmm,well the order came on the weekend,1,neutral,Apathy,neutral,Home & Kitchen,8,7,short,0,1,0,en,neutral
6171,So The item showed up on the weekend Yup !!,so the item showed up on the weekend,1,neutral,Confusion,neutral,Automotive,10,8,medium,2,1,0,en,neutral
6174,the  delivery was dropped off on wednesday morning take it or leave it,the delivery was dropped off on wednesday morning take it or leave it,1,neutral,Confusion,neutral,Automotive,13,13,medium,1,1,0,en,neutral
6175,bruh the order was left here on the weekend yup ok,the order was left here on the weekend ok,1,neutral,Confusion,neutral,Sports & Outdoors,11,9,medium,1,1,0,en,neutral
6176,if im being real the item arrived on a tuesday aynway wow,if im being real the item arrived on a tuesday aynway,1,neutral,Apathy,neutral,Electronics,12,11,medium,3,1,0,en,neutral
6177,If im being real The delivery was left here on friday Fascinating tbh,if im being real the delivery was left here on friday,1,neutral,Confusion,neutral,Electronics,13,11,medium,0,1,0,en,neutral
6178,The item was left here on a tuesday Cheers,the item was left here on a tuesday,1,neutral,Apathy,neutral,Clothing,9,8,medium,4,1,0,en,neutral
6180,If im being real Thep ackage arrived on the weekend Take it or leave it ??,if im being real thep ackage arrived on the weekend take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,16,15,long,3,1,0,en,neutral
6181,i guess the order arrived on wednesday morning end of story ??,i guess the order arrived on wednesday morning end of story,1,neutral,Apathy,neutral,Electronics,12,11,medium,3,1,0,en,neutral
6182,the box was dropped off on the weekend end of story yeah,the box was dropped off on the weekend end of story,1,neutral,Indifference,neutral,Home & Kitchen,12,11,medium,1,1,0,en,neutral
6183,Honestly The item showed up on friday tbh,honestly the item showed up on friday,1,neutral,Confusion,neutral,Home & Kitchen,8,7,short,4,1,0,en,neutral
6184,the item wsa left here on friday oh well hmm,the item wsa left here on friday oh well,1,neutral,Confusion,neutral,Sports & Outdoors,10,9,medium,3,1,0,en,neutral
6186,so the item was dropped off on a tuesday take it or leave it ??,so the item was dropped off on a tuesday take it or leave it,1,neutral,Indifference,neutral,Home & Kitchen,15,14,medium,2,1,0,en,neutral
6187,Okay The package was dropped off on friday Whatever wow,okay the package was dropped off on friday,1,neutral,Apathy,neutral,Automotive,10,8,medium,1,1,0,en,neutral
6188,So The delivery was dropped off on a tuesday ??,so the delivery was dropped off on a tuesday,1,neutral,Indifference,neutral,Electronics,10,9,medium,0,1,0,en,neutral
6189,Wow The box came on wednesday morning Whatever smh,the box came on wednesday morning,1,neutral,Apathy,neutral,Electronics,9,6,short,2,1,0,en,neutral
6191,the  order came on thursday end of story lol,the order came on thursday end of story,1,neutral,Apathy,neutral,Clothing,9,8,medium,1,1,0,en,neutral
6192,Right so The order came on thursday Fascinating tbh,right so the order came on thursday,1,neutral,Apathy,neutral,Electronics,9,7,short,1,1,0,en,neutral
6193,The  delivery came on friday End o fstory,the delivery came on friday end o fstory,1,neutral,Apathy,neutral,Sports & Outdoors,8,8,medium,0,1,0,en,neutral
6194,Right  so The order showed up on thursday wow,right so the order showed up on thursday,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,0,1,0,en,neutral
6195,The order showed up on a monday afternoon End of story,the order showed up on a monday afternoon end of story,1,neutral,Apathy,neutral,Electronics,11,11,medium,0,1,0,en,neutral
6196,The order was dropped off on the weekend,the order was dropped off on the weekend,1,neutral,Indifference,neutral,Sports & Outdoors,8,8,medium,3,1,0,en,neutral
6197,So The order was dropped off on thursday tbh,so the order was dropped off on thursday,1,neutral,Indifference,neutral,Sports & Outdoors,9,8,medium,1,1,0,en,neutral
6198,well the item arrived on wednesday morning oh well lol,well the item arrived on wednesday morning oh well,1,neutral,Indifference,neutral,Home & Kitchen,10,9,medium,0,1,0,en,neutral
6199,Okay The box showed up on friday Fascinating tbh,okay the box showed up on friday,1,neutral,Confusion,neutral,Home & Kitchen,9,7,short,2,1,0,en,neutral
6201,First off The delivery was dropped off on a monday afternoon Take it or leave it tbh,first off the delivery was dropped off on a monday afternoon take it or leave it,1,neutral,Apathy,neutral,Electronics,17,16,long,2,1,0,en,neutral
6202,Listen The item showed up on a tuesday Oh well wow,listen the item showed up on a tuesday oh well,1,neutral,Confusion,neutral,Sports & Outdoors,11,10,medium,4,1,0,en,neutral
6203,well the package came on a monday afternoon yeah,well the package came on a monday afternoon,1,neutral,Indifference,neutral,Sports & Outdoors,9,8,medium,3,1,0,en,neutral
6204,The delivery arrived on wednesday morning Oh well hmm,the delivery arrived on wednesday morning oh well,1,neutral,Apathy,neutral,Sports & Outdoors,9,8,medium,2,1,0,en,neutral
6205,If im being real The package was left here on friday,if im being real the package was left here on friday,1,neutral,Confusion,neutral,Electronics,11,11,medium,6,1,0,en,neutral
6206,the box showed up on friday ok,the box showed up on friday ok,1,neutral,Confusion,neutral,Electronics,7,7,short,2,1,0,en,neutral
6207,The item showed up on a monday afternoon Take it or leave it .,the item showed up on a monday afternoon take it or leave it,1,neutral,Apathy,neutral,Sports & Outdoors,14,13,medium,0,1,0,en,neutral
6208,Okay The orde rarrived on a tuesday !!,okay the orde rarrived on a tuesday,1,neutral,Apathy,neutral,Electronics,8,7,short,5,1,0,en,neutral
6209,the box arrived on wednesday morning whatever ??,the box arrived on wednesday morning,1,neutral,Confusion,neutral,Electronics,8,6,short,0,1,0,en,neutral
6211,well  the item was left here on thursday whatever lol,well the item was left here on thursday,1,neutral,Confusion,neutral,Electronics,10,8,medium,0,1,0,en,neutral
6213,the delivery was left here on wednesday morning lol,the delivery was left here on wednesday morning,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,3,1,0,en,neutral
6214,Okay The package came on a monday afternoon Cheers,okay the package came on a monday afternoon,1,neutral,Confusion,neutral,Home & Kitchen,9,8,medium,8,1,0,en,neutral
6215,First off The package was dropped off on friday Take it or leave it .,first off the package was dropped off on friday take it or leave it,1,neutral,Indifference,neutral,Clothing,15,14,medium,0,1,0,en,neutral
6216,okay the box arrievd on the weekend ??,okay the box arrievd on the weekend,1,neutral,Confusion,neutral,Electronics,8,7,short,1,1,0,en,neutral
6217,Honestly The item came on the weekend End of story lol,honestly the item came on the weekend end of story,1,neutral,Indifference,neutral,Electronics,11,10,medium,0,1,0,en,neutral
6218,Bruh The order arrived on a monday afternoon yeah,the order arrived on a monday afternoon,1,neutral,Confusion,neutral,Clothing,9,7,short,3,1,0,en,neutral
6219,the delivery was left here on friday oh well,the delivery was left here on friday oh well,1,neutral,Confusion,neutral,Electronics,9,9,medium,4,1,0,en,neutral
6220,If im being real The order came on friday ??,if im being real the order came on friday,1,neutral,Indifference,neutral,Sports & Outdoors,10,9,medium,5,1,0,en,neutral
6222,The box showed up on thursday Just putting it out there ok,the box showed up on thursday just putting it out there ok,1,neutral,Apathy,neutral,Electronics,12,12,medium,0,1,0,en,neutral
6224,right  so the order was dropped off on friday tbh,right so the order was dropped off on friday,1,neutral,Indifference,neutral,Electronics,10,9,medium,0,1,0,en,neutral
