id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized,vader_label,vader_compound,vader_pos_conf,vader_neu_conf,vader_neg_conf,transformer_label,transformer_confidence,transformer_score
9736,first off the chat function provided a standard response to the transaction make of that what you will,first off the chat function provided a standard response to the transaction make of that what you will,1,neutral,Confusion,neutral,Home & Kitchen,18,18,long,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9600458741188049,-0.9600458741188049
9738,the  chat function akcnowledged receipt of the order status make of that what you will ??,the chat function akcnowledged receipt of the order status make of that what you will,1,neutral,Apathy,neutral,Home & Kitchen,16,15,long,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.6753812432289124,-0.6753812432289124
9739,the help desk generated a ticket number for my account fascinating yeah,the help desk generated a ticket number for my account,1,neutral,Apathy,neutral,Clothing,12,10,medium,7,1,0,en,neutral,positive,0.4588,0.364,0.636,0.0,negative,0.9964113831520081,-0.9964113831520081
9741,Right so The email auto-responder generated a ticket number for the transaction hmm,right so the email auto responder generated a ticket number for the transaction,1,neutral,Indifference,neutral,Electronics,13,13,medium,1,1,0,en,neutral,positive,0.0772,0.106,0.894,0.0,negative,0.9868944883346558,-0.9868944883346558
9742,The automated system logged the interaction concerning my account Oh well hmm,the automated system logged the interaction concerning my account oh well,1,neutral,Confusion,neutral,Clothing,12,11,medium,2,1,0,en,neutral,positive,0.2732,0.174,0.826,0.0,negative,0.6920567750930786,-0.6920567750930786
9743,the email auto-responder logged the interaction concerning the order status lol,the email auto responder logged the interaction concerning the order status,1,neutral,Indifference,neutral,Home & Kitchen,11,11,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9193289279937744,-0.9193289279937744
9744,right so the chat function sent a template regarding my account just putting it out there lol,right so the chat function sent a template regarding my account just putting it out there,1,neutral,Indifference,neutral,Automotive,17,16,long,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9980242252349854,-0.9980242252349854
9746,Wow The email auto-responder acknowledged receipt of my inquiry ok 972,the email auto responder acknowledged receipt of my inquiry ok 972,1,neutral,Apathy,neutral,Clothing,11,11,medium,1,1,0,en,neutral,positive,0.296,0.18,0.82,0.0,negative,0.9312089681625366,-0.9312089681625366
9748,Well The automated system sent a template regarding the order status End of story,well the automated system sent a template regarding the order status end of story,1,neutral,Confusion,neutral,Clothing,14,14,medium,1,1,0,en,neutral,positive,0.2732,0.149,0.851,0.0,negative,0.9728899002075195,-0.9728899002075195
9749,The help desk provided a standard response to the message Oh well wow,the help desk provided a standard response to the message oh well,1,neutral,Confusion,neutral,Clothing,13,12,medium,6,1,0,en,neutral,positive,0.5859,0.348,0.652,0.0,positive,0.9648832082748413,0.9648832082748413
9750,look  the representative provided a standard response to the message lol,look the representative provided a standard response to the message,1,neutral,Confusion,neutral,Automotive,11,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9538667798042297,0.9538667798042297
9751,Okay  The representative logged the interaction concerning the transaction Oh well yeah,okay the representative logged the interaction concerning the transaction oh well,1,neutral,Indifference,neutral,Sports & Outdoors,12,11,medium,1,1,0,en,neutral,positive,0.4588,0.308,0.692,0.0,positive,0.8173235058784485,0.8173235058784485
9752,Right so The chat function acknowledged receipt of the order status ok,right so the chat function acknowledged receipt of the order status ok,1,neutral,Indifference,neutral,Home & Kitchen,12,12,medium,5,1,0,en,neutral,positive,0.296,0.167,0.833,0.0,positive,0.8106129765510559,0.8106129765510559
9754,well the automated system generated a ticket number for the message whatever tbh,well the automated system generated a ticket number for the message,1,neutral,Indifference,neutral,Automotive,13,11,medium,1,1,0,en,neutral,positive,0.34,0.298,0.702,0.0,negative,0.6332908272743225,-0.6332908272743225
9755,the automated system acknowledged receipt of my inquiry take it or leave it hmm,the automated system acknowledged receipt of my inquiry take it or leave it,1,neutral,Apathy,neutral,Electronics,14,13,medium,1,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091,negative,0.9899182915687561,-0.9899182915687561
9758,So The email auto-responder acknowledged receipt of the transaction,so the email auto responder acknowledged receipt of the transaction,1,neutral,Apathy,neutral,Automotive,9,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9716324210166931,-0.9716324210166931
9759,Wow The automated system sent a template regarding the message Take it or leave it ??,the automated system sent a template regarding the message take it or leave it,1,neutral,Confusion,neutral,Automotive,16,14,medium,1,1,0,en,neutral,negative,-0.0516,0.0,0.909,0.091,negative,0.995231568813324,-0.995231568813324
9761,Well The email auto-responder logged the interaction concerning my inquiry tbh,well the email auto responder logged the interaction concerning my inquiry,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,2,1,0,en,neutral,positive,0.2732,0.174,0.826,0.0,negative,0.9607266783714294,-0.9607266783714294
9762,Listen The representative acknowledged receipt of my inquiry Just putting it out there wow,listen the representative acknowledged receipt of my inquiry just putting it out there,1,neutral,Indifference,neutral,Automotive,14,13,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9550171494483948,-0.9550171494483948
9763,Well The automated system acknowledged receipt of my account yeah,well the automated system acknowledged receipt of my account,1,neutral,Confusion,neutral,Clothing,10,9,medium,0,1,0,en,neutral,positive,0.2732,0.208,0.792,0.0,positive,0.9267587661743164,0.9267587661743164
9764,Right so The help desk provided a standard response to the message Fascinating lol,right so the help desk provided a standard response to the message,1,neutral,Confusion,neutral,Clothing,14,12,medium,3,1,0,en,neutral,positive,0.4549,0.229,0.771,0.0,negative,0.8795549869537354,-0.8795549869537354
9765,The  automated system sent a template regarding my account Make of that what you will ??,the automated system sent a template regarding my account make of that what you will,1,neutral,Indifference,neutral,Sports & Outdoors,16,15,long,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.8525962233543396,-0.8525962233543396
9766,Honestly The automated system sent a template regarding my inquiry End of story wow,honestly the automated system sent a template regarding my inquiry end of story,1,neutral,Apathy,neutral,Automotive,14,13,medium,1,1,0,en,neutral,positive,0.4588,0.214,0.786,0.0,positive,0.8964089155197144,0.8964089155197144
9768,the  representative provided a standard response to my inquiry,the representative provided a standard response to my inquiry,1,neutral,Confusion,neutral,Clothing,9,9,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9913811087608337,0.9913811087608337
9769,bruh the representative sent a tepmlate regarding the transaction anyway,the representative sent a tepmlate regarding the transaction,1,neutral,Confusion,neutral,Sports & Outdoors,10,8,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.981613039970398,-0.981613039970398
9771,First off The chat function generated a ticket number for the message Just putting it out there ??,first off the chat function generated a ticket number for the message just putting it out there,1,neutral,Indifference,neutral,Automotive,18,17,long,0,1,0,en,neutral,positive,0.0772,0.08,0.92,0.0,negative,0.9972948431968689,-0.9972948431968689
9774,Well The representative acknowledged receipt of the message Fascinating,well the representative acknowledged receipt of the message,1,neutral,Confusion,neutral,Automotive,9,8,medium,1,1,0,en,neutral,positive,0.2732,0.231,0.769,0.0,positive,0.9988452196121216,0.9988452196121216
9776,I guess The email auto-responder provided a standard response to my inquiry Cheers ??,i guess the email auto responder provided a standard response to my inquiry,1,neutral,Apathy,neutral,Automotive,14,13,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9986134767532349,-0.9986134767532349
9778,I guess The help desk provided a standard response to the transaction Anyway wow,i guess the help desk provided a standard response to the transaction,1,neutral,Confusion,neutral,Home & Kitchen,14,12,medium,0,1,0,en,neutral,positive,0.4019,0.231,0.769,0.0,negative,0.996992826461792,-0.996992826461792
9780,Bruh The chat function provided a standard response to my inquiry !!,the chat function provided a standard response to my inquiry,1,neutral,Confusion,neutral,Automotive,12,10,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9487724900245667,-0.9487724900245667
9781,So The help desk generated a ticket number for my account,so the help desk generated a ticket number for my account,1,neutral,Confusion,neutral,Sports & Outdoors,11,11,medium,4,1,0,en,neutral,positive,0.507,0.348,0.652,0.0,negative,0.9983939528465271,-0.9983939528465271
9785,Ok so The email auto-responder acknowledged receipt of the message hmm,ok so the email auto responder acknowledged receipt of the message,1,neutral,Confusion,neutral,Sports & Outdoors,11,11,medium,6,1,0,en,neutral,positive,0.296,0.18,0.82,0.0,positive,0.9786434769630432,0.9786434769630432
9786,first off the representative logged the interaction concerning my inquiry take it or leave it smh,first off the representative logged the interaction concerning my inquiry take it or leave it,1,neutral,Apathy,neutral,Clothing,16,15,long,0,1,0,en,neutral,negative,-0.0516,0.0,0.921,0.079,negative,0.9952296018600464,-0.9952296018600464
9788,The chat function provided a standard response to my account Take it or leave it 563,the chat function provided a standard response to my account take it or leave it 563,1,neutral,Indifference,neutral,Clothing,16,16,long,2,1,0,en,neutral,negative,-0.0516,0.0,0.921,0.079,negative,0.9974428415298462,-0.9974428415298462
9789,Wow The email auto-responder acknowledged receipt of the message End of story yeah,the email auto responder acknowledged receipt of the message end of story,1,neutral,Confusion,neutral,Automotive,13,12,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9515091180801392,-0.9515091180801392
9792,The automated system acknowledged receipt of the transaction lol 799,the automated system acknowledged receipt of the transaction 799,1,neutral,Confusion,neutral,Sports & Outdoors,10,9,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.5271927118301392,0.5271927118301392
9793,i guess the representative logegd the interaction concerning the order status end of story,i guess the representative logegd the interaction concerning the order status end of story,1,neutral,Indifference,neutral,Clothing,14,14,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9974966645240784,-0.9974966645240784
9794,Look The chat function generated a ticket number for the transaction Oh well hmm,look the chat function generated a ticket number for the transaction oh well,1,neutral,Indifference,neutral,Home & Kitchen,14,13,medium,1,1,0,en,neutral,positive,0.34,0.254,0.746,0.0,negative,0.9866166114807129,-0.9866166114807129
9795,the chat function generated a ticket number for the order status just putting it out there lol,the chat function generated a ticket number for the order status just putting it out there,1,neutral,Indifference,neutral,Home & Kitchen,17,16,long,4,1,0,en,neutral,positive,0.0772,0.085,0.915,0.0,negative,0.9970368146896362,-0.9970368146896362
9798,Wow The automated system provided a standard response to the transaction Take it or leave it tbh,the automated system provided a standard response to the transaction take it or leave it,1,neutral,Apathy,neutral,Electronics,17,15,long,1,1,0,en,neutral,negative,-0.0516,0.0,0.915,0.085,negative,0.9691771268844604,-0.9691771268844604
9799,So The email auto-responder logged the interaction concerning my inquiry Make of that what you will !!,so the email auto responder logged the interaction concerning my inquiry make of that what you will,1,neutral,Confusion,neutral,Clothing,17,17,long,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.5999706387519836,-0.5999706387519836
9801,ok so the help desk sent a template regarding my account cheers smh,ok so the help desk sent a template regarding my account,1,neutral,Indifference,neutral,Home & Kitchen,13,11,medium,4,1,0,en,neutral,positive,0.6344,0.393,0.607,0.0,negative,0.5962495803833008,-0.5962495803833008
9802,the email auto-responder sent a template regarding the message take it or leave it,the email auto responder sent a template regarding the message take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,14,15,long,1,1,0,en,neutral,negative,-0.0516,0.0,0.915,0.085,negative,0.9951633214950562,-0.9951633214950562
9805,if im being real the representative sent a template regarding the transaction yeah,if im being real the representative sent a template regarding the transaction,1,neutral,Confusion,neutral,Home & Kitchen,13,12,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9960755705833435,-0.9960755705833435
9807,ok so the representative provided a standard response to my account oh well,ok so the representative provided a standard response to my account oh well,1,neutral,Indifference,neutral,Automotive,13,13,medium,9,1,0,en,neutral,positive,0.5106,0.301,0.699,0.0,positive,0.99173903465271,0.99173903465271
9808,bruh the email auto-responder generated a ticket number for the transaction end of story wow,the email auto responder generated a ticket number for the transaction end of story,1,neutral,Apathy,neutral,Sports & Outdoors,15,14,medium,3,1,0,en,neutral,positive,0.0772,0.098,0.902,0.0,negative,0.9936233162879944,-0.9936233162879944
9809,listen  the automated system acknowledged receipt of my account cheers ??,listen the automated system acknowledged receipt of my account,1,neutral,Indifference,neutral,Sports & Outdoors,11,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9063380360603333,-0.9063380360603333
9810,Bruh The help desk sent a template regarding my cacount yeah,the help desk sent a template regarding my cacount,1,neutral,Confusion,neutral,Sports & Outdoors,11,9,medium,0,1,0,en,neutral,positive,0.4019,0.278,0.722,0.0,negative,0.9903241395950317,-0.9903241395950317
9812,bruh the email auto-responder generated a ticket number for the order status 501,the email auto responder generated a ticket number for the order status 501,1,neutral,Confusion,neutral,Clothing,13,13,medium,3,1,0,en,neutral,positive,0.0772,0.106,0.894,0.0,negative,0.9916356801986694,-0.9916356801986694
9813,Ok so The help desk provided a standard response to the order status ok,ok so the help desk provided a standard response to the order status ok,1,neutral,Indifference,neutral,Clothing,14,14,medium,3,1,0,en,neutral,positive,0.749,0.425,0.575,0.0,positive,0.9949605464935303,0.9949605464935303
9814,the help desk logged the interaction concerning my account take it or leave it .,the help desk logged the interaction concerning my account take it or leave it,1,neutral,Indifference,neutral,Sports & Outdoors,15,14,medium,0,1,0,en,neutral,positive,0.3612,0.17,0.755,0.075,negative,0.9932842254638672,-0.9932842254638672
9816,Look The automated system provided a standard response to the odrer status Whatever ok,look the automated system provided a standard response to the odrer status ok,1,neutral,Apathy,neutral,Automotive,14,13,medium,0,1,0,en,neutral,positive,0.296,0.167,0.833,0.0,positive,0.7726516723632812,0.7726516723632812
9817,The help desk logged the interaction concerning the transaction End of story ok,the help desk logged the interaction concerning the transaction end of story ok,1,neutral,Apathy,neutral,Home & Kitchen,13,13,medium,0,1,0,en,neutral,positive,0.5994,0.308,0.692,0.0,negative,0.5471782684326172,-0.5471782684326172
9818,The chat function proviedd a standard response to my inquiry Fascinating !!,the chat function proviedd a standard response to my inquiry,1,neutral,Confusion,neutral,Sports & Outdoors,12,10,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9748274087905884,0.9748274087905884
9819,honestly the automated system provided a standard response to my inquiry take it or leave it wow,honestly the automated system provided a standard response to my inquiry take it or leave it,1,neutral,Confusion,neutral,Sports & Outdoors,17,16,long,0,1,0,en,neutral,positive,0.4215,0.174,0.756,0.07,positive,0.7009722590446472,0.7009722590446472
9820,Okay The help desk acknowledged receipt of the transaction ??,okay the help desk acknowledged receipt of the transaction,1,neutral,Indifference,neutral,Clothing,10,9,medium,0,1,0,en,neutral,positive,0.5574,0.397,0.603,0.0,positive,0.9488171339035034,0.9488171339035034
9821,the representative acknowledged receipt of my inquiry 409,the representative acknowledged receipt of my inquiry 409,1,neutral,Confusion,neutral,Electronics,8,8,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9900985360145569,0.9900985360145569
9822,honestly the representative provided a standard response to the order status just putting it out there lol,honestly the representative provided a standard response to the order status just putting it out there,1,neutral,Apathy,neutral,Automotive,17,16,long,2,1,0,en,neutral,positive,0.4588,0.176,0.824,0.0,positive,0.815579354763031,0.815579354763031
9824,Honestly The help desk provided a standard response to the transaction Oh well hmm,honestly the help desk provided a standard response to the transaction oh well,1,neutral,Apathy,neutral,Home & Kitchen,14,13,medium,0,1,0,en,neutral,positive,0.7783,0.464,0.536,0.0,positive,0.9679035544395447,0.9679035544395447
9826,so the representative generated a ticket number for the message tbh,so the representative generated a ticket number for the message,1,neutral,Apathy,neutral,Clothing,11,10,medium,6,1,0,en,neutral,positive,0.0772,0.14,0.86,0.0,negative,0.9929024577140808,-0.9929024577140808
9828,the chat function provided a standard response to my account 251,the chat function provided a standard response to my account 251,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9917165637016296,-0.9917165637016296
9830,Honestly The representative provided a standard response to my account Fascinating,honestly the representative provided a standard response to my account,1,neutral,Confusion,neutral,Clothing,11,10,medium,4,1,0,en,neutral,positive,0.4588,0.273,0.727,0.0,positive,0.9876333475112915,0.9876333475112915
9831,Well The automated system logged the interaction concerning the transaction,well the automated system logged the interaction concerning the transaction,1,neutral,Apathy,neutral,Home & Kitchen,10,10,medium,3,1,0,en,neutral,positive,0.2732,0.189,0.811,0.0,positive,0.956394612789154,0.956394612789154
9832,Okay The representative provided a standard response to my account Fascinating hmm,okay the representative provided a standard response to my account,1,neutral,Confusion,neutral,Home & Kitchen,12,10,medium,4,1,0,en,neutral,positive,0.2263,0.192,0.808,0.0,positive,0.8349996209144592,0.8349996209144592
9833,Well  The help desk provided a standard response to mya ccount Take it or leave it tbh,well the help desk provided a standard response to mya ccount take it or leave it,1,neutral,Confusion,neutral,Home & Kitchen,17,16,long,1,1,0,en,neutral,positive,0.5574,0.267,0.667,0.067,negative,0.9876433610916138,-0.9876433610916138
9834,listen the email auto-responder generated a ticket number for my inquiry end of story ok,listen the email auto responder generated a ticket number for my inquiry end of story ok,1,neutral,Confusion,neutral,Sports & Outdoors,15,16,long,0,1,0,en,neutral,positive,0.3612,0.212,0.788,0.0,negative,0.98915696144104,-0.98915696144104
9835,if im being real the email auto-responder sent a template regarding the message end of story,if im being real the email auto responder sent a template regarding the message end of story,1,neutral,Indifference,neutral,Sports & Outdoors,16,17,long,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.997687578201294,-0.997687578201294
9837,I guess The automated system provided a standard response to the order status Yup,i guess the automated system provided a standard response to the order status,1,neutral,Apathy,neutral,Clothing,14,13,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9986751675605774,-0.9986751675605774
9838,the representative provided a standard response to the message make of that what you will wow,the representative provided a standard response to the message make of that what you will,1,neutral,Apathy,neutral,Automotive,16,15,long,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9981536269187927,0.9981536269187927
9839,Okay  The help desk logged the interaction concerning my inquiry !!,okay the help desk logged the interaction concerning my inquiry,1,neutral,Confusion,neutral,Clothing,11,10,medium,1,1,0,en,neutral,positive,0.5574,0.365,0.635,0.0,negative,0.8472392559051514,-0.8472392559051514
9841,The chat function provided a standard response ot the message Fascinating tbh,the chat function provided a standard response ot the message,1,neutral,Confusion,neutral,Automotive,12,10,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9897434115409851,-0.9897434115409851
9842,Look The representative provided a standard response to my account lol,look the representative provided a standard response to my account,1,neutral,Apathy,neutral,Sports & Outdoors,11,10,medium,6,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.8571911454200745,-0.8571911454200745
9843,the email auto-responder sent a template regarding the message end of story .,the email auto responder sent a template regarding the message end of story,1,neutral,Confusion,neutral,Sports & Outdoors,13,13,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9935052394866943,-0.9935052394866943
9844,Okay The representative provided a standard response to my account ok,okay the representative provided a standard response to my account ok,1,neutral,Apathy,neutral,Automotive,11,11,medium,1,1,0,en,neutral,positive,0.4767,0.339,0.661,0.0,positive,0.9872596263885498,0.9872596263885498
9845,The  automated system provided a standard response to my account End of story wow,the automated system provided a standard response to my account end of story,1,neutral,Indifference,neutral,Sports & Outdoors,14,13,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9828910827636719,-0.9828910827636719
9846,honestly  the help desk logged the interaction concerning the transaction just putting it out there !!,honestly the help desk logged the interaction concerning the transaction just putting it out there,1,neutral,Indifference,neutral,Sports & Outdoors,16,15,long,0,1,0,en,neutral,positive,0.6908,0.305,0.695,0.0,negative,0.9695979952812195,-0.9695979952812195
9847,Listen The representative sent a template regarding the message Yup .,listen the representative sent a template regarding the message,1,neutral,Apathy,neutral,Automotive,11,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.7166971564292908,0.7166971564292908
9848,Okay The email auto-responder sent a template regarding the message wow,okay the email auto responder sent a template regarding the message,1,neutral,Indifference,neutral,Home & Kitchen,11,11,medium,0,1,0,en,neutral,positive,0.2263,0.174,0.826,0.0,negative,0.9111766219139099,-0.9111766219139099
9850,Ok  so The email auto-responder acknowledged receipt of the order status Whatever ??,ok so the email auto responder acknowledged receipt of the order status,1,neutral,Confusion,neutral,Home & Kitchen,13,12,medium,4,1,0,en,neutral,positive,0.296,0.167,0.833,0.0,positive,0.9595630764961243,0.9595630764961243
9852,First off The automated system acknowledged receipt of the tranasction Whatever ok,first off the automated system acknowledged receipt of the tranasction ok,1,neutral,Indifference,neutral,Sports & Outdoors,12,11,medium,1,1,0,en,neutral,positive,0.296,0.18,0.82,0.0,negative,0.9795209765434265,-0.9795209765434265
9853,The automated system acknowledged receipt of the message Make of that what you will yeah,the automated system acknowledged receipt of the message make of that what you will,1,neutral,Indifference,neutral,Home & Kitchen,15,14,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9917959570884705,0.9917959570884705
9854,If im being real The automated system generated a ticket number for the transaction Make of that what you will wow,if im being real the automated system generated a ticket number for the transaction make of that what you will,1,neutral,Apathy,neutral,Clothing,21,20,long,1,1,0,en,neutral,positive,0.0772,0.067,0.933,0.0,positive,0.8343592882156372,0.8343592882156372
9855,the email auto-responderp rovided a standard response to my account yup smh,the email auto responderp rovided a standard response to my account,1,neutral,Confusion,neutral,Automotive,12,11,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9952170848846436,-0.9952170848846436
9857,The chat function provided a standard response to the order status Fascinating hmm,the chat function provided a standard response to the order status,1,neutral,Indifference,neutral,Automotive,13,11,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9627767205238342,-0.9627767205238342
9860,So  The help desk generated a ticket number for the order status Oh well tbh,so the help desk generated a ticket number for the order status oh well,1,neutral,Apathy,neutral,Sports & Outdoors,15,14,medium,3,1,0,en,neutral,positive,0.6573,0.389,0.611,0.0,negative,0.9893118739128113,-0.9893118739128113
9861,The automated ysstem logged the interaction concerning the message wow,the automated ysstem logged the interaction concerning the message,1,neutral,Confusion,neutral,Clothing,10,9,medium,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.8810674548149109,-0.8810674548149109
9864,First off The representative logged the interaction concerning the order status Fascinating yeah,first off the representative logged the interaction concerning the order status,1,neutral,Indifference,neutral,Home & Kitchen,13,11,medium,1,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9688349366188049,-0.9688349366188049
9865,Bruh The help desk sent at emplate regarding my account ??,the help desk sent at emplate regarding my account,1,neutral,Apathy,neutral,Automotive,11,9,medium,0,1,0,en,neutral,positive,0.4019,0.252,0.748,0.0,negative,0.9932655096054077,-0.9932655096054077
9866,Okay The email auto-responder logged the interaction concerning my account Fascinating smh,okay the email auto responder logged the interaction concerning my account,1,neutral,Indifference,neutral,Automotive,12,11,medium,0,1,0,en,neutral,positive,0.2263,0.16,0.84,0.0,negative,0.9552859663963318,-0.9552859663963318
9867,The chat functio nacknowledged receipt of the message End of story,the chat functio nacknowledged receipt of the message end of story,1,neutral,Apathy,neutral,Sports & Outdoors,11,11,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9293055534362793,-0.9293055534362793
9869,the email auto-responder provided a standard response to my inquiry cheers ok,the email auto responder provided a standard response to my inquiry ok,1,neutral,Apathy,neutral,Clothing,12,12,medium,0,1,0,en,neutral,positive,0.296,0.18,0.82,0.0,negative,0.6088210344314575,-0.6088210344314575
9871,the help desks ent a template regarding the order status make of that what you will smh,the help desks ent a template regarding the order status make of that what you will,1,neutral,Indifference,neutral,Clothing,17,16,long,1,1,0,en,neutral,positive,0.4019,0.162,0.838,0.0,positive,0.9193017482757568,0.9193017482757568
9876,Well The chat function provided a standard response to my inquiry Fascinating lol,well the chat function provided a standard response to my inquiry,1,neutral,Confusion,neutral,Clothing,13,11,medium,2,1,0,en,neutral,positive,0.2732,0.189,0.811,0.0,positive,0.8484939932823181,0.8484939932823181
9877,The email uato-responder logged the interaction concerning the transaction Oh well wow,the email uato responder logged the interaction concerning the transaction oh well,1,neutral,Indifference,neutral,Automotive,12,12,medium,7,1,0,en,neutral,positive,0.2732,0.16,0.84,0.0,negative,0.960568368434906,-0.960568368434906
9878,Wow  The automated system sent a template regarding the order status Oh well,the automated system sent a template regarding the order status oh well,1,neutral,Confusion,neutral,Clothing,13,12,medium,2,1,0,en,neutral,positive,0.2732,0.174,0.826,0.0,negative,0.9861804842948914,-0.9861804842948914
9879,listen the chat function logged the interaction concerning the transaction ??,listen the chat function logged the interaction concerning the transaction,1,neutral,Apathy,neutral,Electronics,11,10,medium,3,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.8513121008872986,0.8513121008872986
9880,If  im being real The automated system acknowledged receipt of the transaction Just putting it out there,if im being real the automated system acknowledged receipt of the transaction just putting it out there,1,neutral,Confusion,neutral,Automotive,17,17,long,0,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.9982395172119141,-0.9982395172119141
9881,The representative logged the interaction concerning my account ok,the representative logged the interaction concerning my account ok,1,neutral,Apathy,neutral,Home & Kitchen,9,9,medium,4,1,0,en,neutral,positive,0.296,0.216,0.784,0.0,positive,0.9964136481285095,0.9964136481285095
9882,The chat function generated a ticket number for the transaction Oh well,the chat function generated a ticket number for the transaction oh well,1,neutral,Confusion,neutral,Sports & Outdoors,12,12,medium,0,1,0,en,neutral,positive,0.34,0.274,0.726,0.0,negative,0.9343569278717041,-0.9343569278717041
9883,well the email auto-responder generated a tikcet number for the transaction take it or leave it ??,well the email auto responder generated a tikcet number for the transaction take it or leave it,1,neutral,Apathy,neutral,Sports & Outdoors,17,17,long,0,1,0,en,neutral,positive,0.296,0.193,0.739,0.068,negative,0.9971418976783752,-0.9971418976783752
9884,The  email auto-responder logged the interaction concerning the message hmm,the email auto responder logged the interaction concerning the message,1,neutral,Indifference,neutral,Sports & Outdoors,10,10,medium,4,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,negative,0.8860116600990295,-0.8860116600990295
9886,First off The help desk sent a template regarding the order status Yup lol,first off the help desk sent a template regarding the order status,1,neutral,Apathy,neutral,Automotive,14,12,medium,7,1,0,en,neutral,positive,0.4019,0.213,0.787,0.0,negative,0.996381402015686,-0.996381402015686
9888,the automated system generated a ticket number for the order status yup,the automated system generated a ticket number for the order status,1,neutral,Confusion,neutral,Clothing,12,11,medium,6,1,0,en,neutral,positive,0.0772,0.126,0.874,0.0,negative,0.9939050078392029,-0.9939050078392029
9890,right so the representative provided a standard response to my account end of story ??,right so the representative provided a standard response to my account end of story,1,neutral,Confusion,neutral,Electronics,15,14,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.5752950310707092,0.5752950310707092
9892,Okay The representative sent a template regarding the message Oh well ??,okay the representative sent a template regarding the message oh well,1,neutral,Indifference,neutral,Automotive,12,11,medium,4,1,0,en,neutral,positive,0.4588,0.333,0.667,0.0,positive,0.8359217643737793,0.8359217643737793
9893,the representative provided a standard response to the message cheers,the representative provided a standard response to the message,1,neutral,Apathy,neutral,Sports & Outdoors,10,9,medium,2,1,0,en,neutral,neutral,0.0,0.0,1.0,0.0,positive,0.9817655086517334,0.9817655086517334
9896,The help desk provided a standard response to my inquiry Cheers yeah,the help desk provided a standard response to my inquiry,1,neutral,Indifference,neutral,Electronics,12,10,medium,0,1,0,en,neutral,positive,0.4019,0.252,0.748,0.0,positive,0.7330551743507385,0.7330551743507385
